id,bipartite,name,birthYear,deathYear,primaryProfession,titles,titles_readable,movies_info,age,genre_counts,top_genres,birth_place,birth_country,years_active,career_start_year,career_end_year,career_length,occupation,children
Gillian Anderson,person,Gillian Anderson,1968.0,,"actress,producer,director","[""tt0105660"", ""tt0106179"", ""tt0120902"", ""tt0145734"", ""tt0200720"", ""tt0289471"", ""tt0410320"", ""tt0442632"", ""tt0443701"", ""tt0455538"", ""tt0455590"", ""tt0480011"", ""tt11068094"", ""tt1134664"", ""tt1152389"", ""tt13223570"", ""tt1334573"", ""tt1411956"", ""tt16280546"", ""tt1634122"", ""tt1770734"", ""tt1838603"", ""tt1869347"", ""tt1949720"", ""tt2048770"", ""tt2062969"", ""tt21279806"", ""tt2145829"", ""tt2243973"", ""tt2294189"", ""tt2484120"", ""tt27766440"", ""tt33059458"", ""tt3503520"", ""tt4020156"", ""tt4977530"", ""tt6290798"", ""tt6604188"", ""tt6865966"", ""tt7767422"", ""tt8368394"", ""tt9652730""]","[""The Turning"", ""The X-Files"", ""The X Files"", ""Playing by Heart"", ""The House of Mirth"", ""Spies Above"", ""The Mighty Celt"", ""Bleak House"", ""The X Files: I Want to Believe"", ""How to Lose Friends & Alienate People"", ""The Last King of Scotland"", ""Closure"", ""White Bird"", ""Boogie Woogie"", ""Robbie the Reindeer in Close Encounters of the Herd Kind"", ""The First Lady"", ""Moby Dick"", ""Sold"", ""The Abandons"", ""Johnny English Reborn"", ""Shadow Dancer"", ""Last Love"", ""Crooked House"", ""Great Expectations"", ""I'll Follow You Down"", ""Sister"", ""Scoop"", ""Robot Overlords"", ""Hannibal"", ""The Fall"", ""Room on the Broom"", ""The Salt Path"", ""Trespasses"", ""Ronja, the Robber's Daughter"", ""National Theatre Live: A Streetcar Named Desire"", ""Viceroy's House"", ""UFO"", ""Tron: Ares"", ""Exhibition on Screen: The Artist's Garden: American Impressionism"", ""Sex Education"", ""The Sunlit Night"", ""All About Eve""]","[{""tconst"": ""tt0105660"", ""title"": ""The Turning"", ""year"": 1992, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 4.3, ""numVotes"": 557}, {""tconst"": ""tt0106179"", ""title"": ""The X-Files"", ""year"": 1993, ""titleType"": ""tvSeries"", ""genres"": [""Adventure"", ""Crime"", ""Drama""], ""rating"": 8.6, ""numVotes"": 267881}, {""tconst"": ""tt0120902"", ""title"": ""The X Files"", ""year"": 1998, ""titleType"": ""movie"", ""genres"": [""Adventure"", ""Drama"", ""Mystery""], ""rating"": 7.0, ""numVotes"": 113659}, {""tconst"": ""tt0145734"", ""title"": ""Playing by Heart"", ""year"": 1998, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.9, ""numVotes"": 20875}, {""tconst"": ""tt0200720"", ""title"": ""The House of Mirth"", ""year"": 2000, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Romance""], ""rating"": 7.0, ""numVotes"": 8536}, {""tconst"": ""tt0289471"", ""title"": ""Spies Above"", ""year"": 1996, ""titleType"": ""tvMovie"", ""genres"": [""Documentary"", ""History""], ""rating"": 8.4, ""numVotes"": 39}, {""tconst"": ""tt0410320"", ""title"": ""The Mighty Celt"", ""year"": 2005, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 6.7, ""numVotes"": 999}, {""tconst"": ""tt0442632"", ""title"": ""Bleak House"", ""year"": 2005, ""titleType"": ""tvMiniSeries"", ""genres"": [""Crime"", ""Drama""], ""rating"": 8.3, ""numVotes"": 11323}, {""tconst"": ""tt0443701"", ""title"": ""The X Files: I Want to Believe"", ""year"": 2008, ""titleType"": ""movie"", ""genres"": [""Adventure"", ""Crime"", ""Drama""], ""rating"": 5.9, ""numVotes"": 95987}, {""tconst"": ""tt0455538"", ""title"": ""How to Lose Friends & Alienate People"", ""year"": 2008, ""titleType"": ""movie"", ""genres"": [""Biography"", ""Comedy"", ""Drama""], ""rating"": 6.4, ""numVotes"": 71839}, {""tconst"": ""tt0455590"", ""title"": ""The Last King of Scotland"", ""year"": 2006, ""titleType"": ""movie"", ""genres"": [""Biography"", ""Drama"", ""History""], ""rating"": 7.6, ""numVotes"": 203607}, {""tconst"": ""tt0480011"", ""title"": ""Closure"", ""year"": 2007, ""titleType"": ""movie"", ""genres"": [""Crime"", ""Drama"", ""Horror""], ""rating"": 5.5, ""numVotes"": 7784}, {""tconst"": ""tt11068094"", ""title"": ""White Bird"", ""year"": 2023, ""titleType"": ""movie"", ""genres"": [""Biography"", ""Drama"", ""Family""], ""rating"": 7.3, ""numVotes"": 7798}, {""tconst"": ""tt1134664"", ""title"": ""Boogie Woogie"", ""year"": 2009, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama""], ""rating"": 5.1, ""numVotes"": 4322}, {""tconst"": ""tt1152389"", ""title"": ""Robbie the Reindeer in Close Encounters of the Herd Kind"", ""year"": 2007, ""titleType"": ""tvMovie"", ""genres"": [""Animation"", ""Comedy""], ""rating"": 5.8, ""numVotes"": 334}, {""tconst"": ""tt13223570"", ""title"": ""The First Lady"", ""year"": 2022, ""titleType"": ""tvSeries"", ""genres"": [""Biography"", ""Drama"", ""History""], ""rating"": 7.3, ""numVotes"": 6341}, {""tconst"": ""tt1334573"", ""title"": ""Moby Dick"", ""year"": 2011, ""titleType"": ""tvMiniSeries"", ""genres"": [""Adventure"", ""Drama""], ""rating"": 6.2, ""numVotes"": 2471}, {""tconst"": ""tt1411956"", ""title"": ""Sold"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 6.8, ""numVotes"": 2092}, {""tconst"": ""tt16280546"", ""title"": ""The Abandons"", ""year"": 2025, ""titleType"": ""tvSeries"", ""genres"": [""Drama"", ""Western""], ""rating"": null, ""numVotes"": null}, {""tconst"": ""tt1634122"", ""title"": ""Johnny English Reborn"", ""year"": 2011, ""titleType"": ""movie"", ""genres"": [""Action"", ""Adventure"", ""Comedy""], ""rating"": 6.3, ""numVotes"": 147550}, {""tconst"": ""tt1770734"", ""title"": ""Shadow Dancer"", ""year"": 2012, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Mystery"", ""Thriller""], ""rating"": 6.2, ""numVotes"": 13313}, {""tconst"": ""tt1838603"", ""title"": ""Last Love"", ""year"": 2013, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.7, ""numVotes"": 13912}, {""tconst"": ""tt1869347"", ""title"": ""Crooked House"", ""year"": 2017, ""titleType"": ""movie"", ""genres"": [""Crime"", ""Drama"", ""Mystery""], ""rating"": 6.3, ""numVotes"": 29747}, {""tconst"": ""tt1949720"", ""title"": ""Great Expectations"", ""year"": 2011, ""titleType"": ""tvMiniSeries"", ""genres"": [""Drama""], ""rating"": 7.5, ""numVotes"": 8628}, {""tconst"": ""tt2048770"", ""title"": ""I'll Follow You Down"", ""year"": 2013, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Mystery"", ""Sci-Fi""], ""rating"": 6.1, ""numVotes"": 8517}, {""tconst"": ""tt2062969"", ""title"": ""Sister"", ""year"": 2012, ""titleType"": ""movie"", ""genres"": [""Crime"", ""Drama""], ""rating"": 7.0, ""numVotes"": 7514}, {""tconst"": ""tt21279806"", ""title"": ""Scoop"", ""year"": 2024, ""titleType"": ""movie"", ""genres"": [""Biography"", ""Drama""], ""rating"": 6.5, ""numVotes"": 21330}, {""tconst"": ""tt2145829"", ""title"": ""Robot Overlords"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Action"", ""Adventure"", ""Sci-Fi""], ""rating"": 4.6, ""numVotes"": 7871}, {""tconst"": ""tt2243973"", ""title"": ""Hannibal"", ""year"": 2013, ""titleType"": ""tvSeries"", ""genres"": [""Crime"", ""Drama"", ""Horror""], ""rating"": 8.5, ""numVotes"": 301137}, {""tconst"": ""tt2294189"", ""title"": ""The Fall"", ""year"": 2013, ""titleType"": ""tvSeries"", ""genres"": [""Crime"", ""Drama"", ""Thriller""], ""rating"": 8.1, ""numVotes"": 129530}, {""tconst"": ""tt2484120"", ""title"": ""Room on the Broom"", ""year"": 2012, ""titleType"": ""tvMovie"", ""genres"": [""Animation"", ""Comedy"", ""Family""], ""rating"": 7.5, ""numVotes"": 5099}, {""tconst"": ""tt27766440"", ""title"": ""The Salt Path"", ""year"": 2024, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 6.7, ""numVotes"": 4958}, {""tconst"": ""tt33059458"", ""title"": ""Trespasses"", ""year"": 2025, ""titleType"": ""tvSeries"", ""genres"": [], ""rating"": 7.3, ""numVotes"": 578}, {""tconst"": ""tt3503520"", ""title"": ""Ronja, the Robber's Daughter"", ""year"": 2014, ""titleType"": ""tvSeries"", ""genres"": [""Animation"", ""Family"", ""Fantasy""], ""rating"": 7.0, ""numVotes"": 1076}, {""tconst"": ""tt4020156"", ""title"": ""National Theatre Live: A Streetcar Named Desire"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 8.2, ""numVotes"": 1322}, {""tconst"": ""tt4977530"", ""title"": ""Viceroy's House"", ""year"": 2017, ""titleType"": ""movie"", ""genres"": [""Biography"", ""Drama"", ""History""], ""rating"": 6.7, ""numVotes"": 8867}, {""tconst"": ""tt6290798"", ""title"": ""UFO"", ""year"": 2018, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Mystery"", ""Sci-Fi""], ""rating"": 6.2, ""numVotes"": 12842}, {""tconst"": ""tt6604188"", ""title"": ""Tron: Ares"", ""year"": 2025, ""titleType"": ""movie"", ""genres"": [""Action"", ""Adventure"", ""Sci-Fi""], ""rating"": 6.5, ""numVotes"": 36602}, {""tconst"": ""tt6865966"", ""title"": ""Exhibition on Screen: The Artist's Garden: American Impressionism"", ""year"": 2017, ""titleType"": ""movie"", ""genres"": [""Documentary""], ""rating"": 7.4, ""numVotes"": 65}, {""tconst"": ""tt7767422"", ""title"": ""Sex Education"", ""year"": 2019, ""titleType"": ""tvSeries"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 8.2, ""numVotes"": 388529}, {""tconst"": ""tt8368394"", ""title"": ""The Sunlit Night"", ""year"": 2019, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Romance""], ""rating"": 6.1, ""numVotes"": 2907}, {""tconst"": ""tt9652730"", ""title"": ""All About Eve"", ""year"": 2019, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 8.0, ""numVotes"": 644}]",57.0,"{""Drama"": 33, ""Adventure"": 7, ""Crime"": 8, ""Mystery"": 5, ""Comedy"": 8, ""Romance"": 5, ""Documentary"": 2, ""History"": 4, ""Biography"": 6, ""Horror"": 2, ""Family"": 3, ""Animation"": 3, ""Western"": 1, ""Action"": 3, ""Thriller"": 2, ""Sci-Fi"": 4, ""Fantasy"": 1}","[""Drama"", ""Crime"", ""Comedy""]","Chicago, Illinois, U.S.",United States,1983–present,1983.0,,42.0,"[""Actress""]",3
Jennifer Aniston,person,Jennifer Aniston,1969.0,,"actress,producer,director","[""tt0098795"", ""tt0098864"", ""tt0099212"", ""tt0103407"", ""tt0107387"", ""tt0108778"", ""tt0108869"", ""tt0116141"", ""tt0117628"", ""tt0119896"", ""tt0120772"", ""tt0129167"", ""tt0151804"", ""tt0171825"", ""tt0202470"", ""tt0279113"", ""tt0315327"", ""tt0343135"", ""tt0398017"", ""tt0398375"", ""tt0436331"", ""tt0452594"", ""tt0822832"", ""tt0889573"", ""tt0899106"", ""tt1001508"", ""tt1038919"", ""tt1082853"", ""tt12179456"", ""tt1499658"", ""tt15255288"", ""tt1564367"", ""tt1618434"", ""tt16369066"", ""tt1655460"", ""tt1663207"", ""tt1711525"", ""tt1723121"", ""tt1767372"", ""tt2170439"", ""tt3442006"", ""tt4624424"", ""tt4824302"", ""tt4878482"", ""tt7203552""]","[""Ferris Bueller"", ""Molloy"", ""Camp Cucamonga"", ""The Edge"", ""Leprechaun"", ""Friends"", ""Muddling Through"", ""Dream for an Insomniac"", ""She's the One"", ""Picture Perfect"", ""The Object of My Affection"", ""The Iron Giant"", ""Office Space"", ""The Thin Pink Line"", ""Rock Star"", ""The Good Girl"", ""Bruce Almighty"", ""Along Came Polly"", ""Derailed"", ""Rumor Has It..."", ""Friends with Money"", ""The Break-Up"", ""Marley & Me"", ""The Switch"", ""Love Happens"", ""He's Just Not That Into You"", ""The Bounty Hunter"", ""Management"", ""Brad Pitt & Jennifer Aniston: Hollywood's Couple of the Year"", ""Horrible Bosses"", ""Murder Mystery 2"", ""Just Go with It"", ""Murder Mystery"", ""Live in Front of a Studio Audience"", ""Wanderlust"", ""Life of Crime"", ""Office Christmas Party"", ""We're the Millers"", ""She's Funny That Way"", ""Horrible Bosses 2"", ""Cake"", ""Storks"", ""Mother's Day"", ""Dumplin'"", ""The Morning Show""]","[{""tconst"": ""tt0098795"", ""title"": ""Ferris Bueller"", ""year"": 1990, ""titleType"": ""tvSeries"", ""genres"": [""Comedy""], ""rating"": 5.2, ""numVotes"": 833}, {""tconst"": ""tt0098864"", ""title"": ""Molloy"", ""year"": 1990, ""titleType"": ""tvSeries"", ""genres"": [""Comedy""], ""rating"": 6.5, ""numVotes"": 90}, {""tconst"": ""tt0099212"", ""title"": ""Camp Cucamonga"", ""year"": 1990, ""titleType"": ""tvMovie"", ""genres"": [""Action"", ""Adventure"", ""Comedy""], ""rating"": 5.7, ""numVotes"": 1223}, {""tconst"": ""tt0103407"", ""title"": ""The Edge"", ""year"": 1992, ""titleType"": ""tvSeries"", ""genres"": [""Comedy""], ""rating"": 7.4, ""numVotes"": 313}, {""tconst"": ""tt0107387"", ""title"": ""Leprechaun"", ""year"": 1992, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Fantasy"", ""Horror""], ""rating"": 4.8, ""numVotes"": 33059}, {""tconst"": ""tt0108778"", ""title"": ""Friends"", ""year"": 1994, ""titleType"": ""tvSeries"", ""genres"": [""Comedy"", ""Romance""], ""rating"": 8.9, ""numVotes"": 1169890}, {""tconst"": ""tt0108869"", ""title"": ""Muddling Through"", ""year"": 1994, ""titleType"": ""tvSeries"", ""genres"": [""Comedy"", ""Crime"", ""Horror""], ""rating"": 5.9, ""numVotes"": 87}, {""tconst"": ""tt0116141"", ""title"": ""Dream for an Insomniac"", ""year"": 1996, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.9, ""numVotes"": 3094}, {""tconst"": ""tt0117628"", ""title"": ""She's the One"", ""year"": 1996, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.0, ""numVotes"": 19176}, {""tconst"": ""tt0119896"", ""title"": ""Picture Perfect"", ""year"": 1997, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.5, ""numVotes"": 22351}, {""tconst"": ""tt0120772"", ""title"": ""The Object of My Affection"", ""year"": 1998, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.0, ""numVotes"": 22322}, {""tconst"": ""tt0129167"", ""title"": ""The Iron Giant"", ""year"": 1999, ""titleType"": ""movie"", ""genres"": [""Action"", ""Adventure"", ""Animation""], ""rating"": 8.1, ""numVotes"": 253207}, {""tconst"": ""tt0151804"", ""title"": ""Office Space"", ""year"": 1999, ""titleType"": ""movie"", ""genres"": [""Comedy""], ""rating"": 7.6, ""numVotes"": 304175}, {""tconst"": ""tt0171825"", ""title"": ""The Thin Pink Line"", ""year"": 1998, ""titleType"": ""movie"", ""genres"": [""Comedy""], ""rating"": 3.5, ""numVotes"": 456}, {""tconst"": ""tt0202470"", ""title"": ""Rock Star"", ""year"": 2001, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Music""], ""rating"": 6.3, ""numVotes"": 46743}, {""tconst"": ""tt0279113"", ""title"": ""The Good Girl"", ""year"": 2002, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Romance""], ""rating"": 6.4, ""numVotes"": 49588}, {""tconst"": ""tt0315327"", ""title"": ""Bruce Almighty"", ""year"": 2003, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Fantasy""], ""rating"": 6.8, ""numVotes"": 461800}, {""tconst"": ""tt0343135"", ""title"": ""Along Came Polly"", ""year"": 2004, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Romance""], ""rating"": 6.0, ""numVotes"": 149410}, {""tconst"": ""tt0398017"", ""title"": ""Derailed"", ""year"": 2005, ""titleType"": ""movie"", ""genres"": [""Crime"", ""Drama"", ""Thriller""], ""rating"": 6.6, ""numVotes"": 78460}, {""tconst"": ""tt0398375"", ""title"": ""Rumor Has It..."", ""year"": 2005, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.5, ""numVotes"": 64380}, {""tconst"": ""tt0436331"", ""title"": ""Friends with Money"", ""year"": 2006, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.8, ""numVotes"": 33152}, {""tconst"": ""tt0452594"", ""title"": ""The Break-Up"", ""year"": 2006, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.8, ""numVotes"": 143988}, {""tconst"": ""tt0822832"", ""title"": ""Marley & Me"", ""year"": 2008, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Family""], ""rating"": 7.0, ""numVotes"": 173953}, {""tconst"": ""tt0889573"", ""title"": ""The Switch"", ""year"": 2010, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.1, ""numVotes"": 116333}, {""tconst"": ""tt0899106"", ""title"": ""Love Happens"", ""year"": 2009, ""titleType"": ""movie"", ""genres"": [""Drama"", ""Romance""], ""rating"": 5.7, ""numVotes"": 35416}, {""tconst"": ""tt1001508"", ""title"": ""He's Just Not That Into You"", ""year"": 2009, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 6.4, ""numVotes"": 191437}, {""tconst"": ""tt1038919"", ""title"": ""The Bounty Hunter"", ""year"": 2010, ""titleType"": ""movie"", ""genres"": [""Action"", ""Comedy"", ""Romance""], ""rating"": 5.6, ""numVotes"": 139035}, {""tconst"": ""tt1082853"", ""title"": ""Management"", ""year"": 2008, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.8, ""numVotes"": 18901}, {""tconst"": ""tt12179456"", ""title"": ""Brad Pitt & Jennifer Aniston: Hollywood's Couple of the Year"", ""year"": 2000, ""titleType"": ""movie"", ""genres"": [""Documentary""], ""rating"": 5.1, ""numVotes"": 29}, {""tconst"": ""tt1499658"", ""title"": ""Horrible Bosses"", ""year"": 2011, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Crime""], ""rating"": 6.9, ""numVotes"": 483922}, {""tconst"": ""tt15255288"", ""title"": ""Murder Mystery 2"", ""year"": 2023, ""titleType"": ""movie"", ""genres"": [""Action"", ""Adventure"", ""Comedy""], ""rating"": 5.7, ""numVotes"": 80872}, {""tconst"": ""tt1564367"", ""title"": ""Just Go with It"", ""year"": 2011, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Romance""], ""rating"": 6.4, ""numVotes"": 284007}, {""tconst"": ""tt1618434"", ""title"": ""Murder Mystery"", ""year"": 2019, ""titleType"": ""movie"", ""genres"": [""Crime"", ""Mystery"", ""Romance""], ""rating"": 6.1, ""numVotes"": 185542}, {""tconst"": ""tt16369066"", ""title"": ""Live in Front of a Studio Audience"", ""year"": 2019, ""titleType"": ""tvSeries"", ""genres"": [""Comedy""], ""rating"": 6.4, ""numVotes"": 87}, {""tconst"": ""tt1655460"", ""title"": ""Wanderlust"", ""year"": 2012, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Romance""], ""rating"": 5.6, ""numVotes"": 82499}, {""tconst"": ""tt1663207"", ""title"": ""Life of Crime"", ""year"": 2013, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Crime""], ""rating"": 5.8, ""numVotes"": 20897}, {""tconst"": ""tt1711525"", ""title"": ""Office Christmas Party"", ""year"": 2016, ""titleType"": ""movie"", ""genres"": [""Comedy""], ""rating"": 5.9, ""numVotes"": 92432}, {""tconst"": ""tt1723121"", ""title"": ""We're the Millers"", ""year"": 2013, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Crime""], ""rating"": 7.0, ""numVotes"": 516261}, {""tconst"": ""tt1767372"", ""title"": ""She's Funny That Way"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama""], ""rating"": 6.2, ""numVotes"": 30379}, {""tconst"": ""tt2170439"", ""title"": ""Horrible Bosses 2"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Crime""], ""rating"": 6.3, ""numVotes"": 191620}, {""tconst"": ""tt3442006"", ""title"": ""Cake"", ""year"": 2014, ""titleType"": ""movie"", ""genres"": [""Drama""], ""rating"": 6.4, ""numVotes"": 39825}, {""tconst"": ""tt4624424"", ""title"": ""Storks"", ""year"": 2016, ""titleType"": ""movie"", ""genres"": [""Adventure"", ""Animation"", ""Comedy""], ""rating"": 6.8, ""numVotes"": 71283}, {""tconst"": ""tt4824302"", ""title"": ""Mother's Day"", ""year"": 2016, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama"", ""Romance""], ""rating"": 5.7, ""numVotes"": 41780}, {""tconst"": ""tt4878482"", ""title"": ""Dumplin'"", ""year"": 2018, ""titleType"": ""movie"", ""genres"": [""Comedy"", ""Drama""], ""rating"": 6.5, ""numVotes"": 39513}, {""tconst"": ""tt7203552"", ""title"": ""The Morning Show"", ""year"": 2019, ""titleType"": ""tvSeries"", ""genres"": [""Drama""], ""rating"": 8.1, ""numVotes"": 145599}]",56.0,"{""Comedy"": 35, ""Action"": 4, ""Adventure"": 4, ""Fantasy"": 2, ""Horror"": 2, ""Romance"": 19, ""Crime"": 7, ""Drama"": 20, ""Animation"": 2, ""Music"": 1, ""Thriller"": 1, ""Family"": 1, ""Documentary"": 1, ""Mystery"": 1}","[""Comedy"", ""Drama"", ""Romance""]","Los Angeles, California, U.S.",United States,1987–present,1987.0,,38.0,"[""Actress"", ""producer""]",
